Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
45.100367000000176,1400,,,,-0.059765625,0.15625,-0.997265625,-0.032258842597299595,-2.9170714341681174,23.884885025024413,18.788987383544445,5481,0,448.7424708879894,0,0,0,0,0.68828125,,
45.22517800000012,1400,,,,-0.07578125,0.113671875,-1.063671875,-0.03004039880573343,-2.9821316008747596,23.8780876159668,18.55015529125929,5504,0,442.9362192550778,0,0,0,0,0.693359375,,
45.350911999999916,1400,,,,0.035546875,-0.030859375,-0.984375,-0.030460808979957336,-2.9605535858927867,23.868001174926757,18.46329921215773,5490,0,440.68219077971537,0,0,0,0,0.694921875,,
45.47853200000003,1400,,,,-0.125,0.0453125,-0.983203125,-0.030876741009387053,-2.989295034032731,23.85149726867676,18.51739734143019,5480,0,441.66773112590107,0,0,0,0,0.707421875,,
45.60225300000012,1400,,,,0.034765625,-0.038671875,-1.033203125,-0.0321915913673125,-2.9756916519745866,23.83692626953125,18.599476656615735,5476,0,443.35405553733,0,0,0,0,0.721875,,
45.725597000000256,1400,,,,-0.05078125,0.023046875,-0.976171875,-0.033325471707383876,-3.0206117195246005,23.825336456298828,18.55584605664015,5460,0,442.0993025449128,0,0,0,0,0.7515625,,
45.85222499999982,1400,,,,-0.073046875,0.04375,-1.05,-0.03130016826961389,-2.962909168993285,23.81273078918457,18.527788195312024,5487,0,441.1934861828669,0,0,0,0,0.761328125,,
45.97597699999996,1400,,,,-0.018359375,-0.01328125,-0.960546875,-0.031469178592261525,-2.976299644146778,23.810345077514647,18.345059618651867,5464,0,436.80224984985045,0,0,0,0,0.771875,,
46.104270999999905,1400,,,,-0.012109375,0.105078125,-0.997265625,-0.031784175424026104,-2.9371230587401778,23.79750862121582,18.450909456908704,5470,0,439.0857338193211,0,0,0,0,0.78046875,,
46.225874999999995,1400,,,,-0.103515625,-0.0140625,-0.977734375,-0.03175077346828904,-2.983987121237499,23.78838233947754,18.367175326049328,5464,0,436.92537767030944,0,0,0,0,0.789453125,,
46.34986899999994,1400,,,,-0.097265625,0.12890625,-1.048046875,-0.030613573537866118,-2.952454520648876,23.78086128234863,18.375313601195813,5470,0,436.9775272287323,0,0,0,0,0.7984375,,
46.47760299999993,1400,,,,-0.08046875,0.10234375,-1.001953125,-0.03179085729038468,-2.917998069791692,23.7646484375,18.495711550414562,5461,0,439.5399663013203,0,0,0,0,0.809765625,,
46.6014339999998,1400,,,,0.06484375,-0.04921875,-1.121484375,-0.03326867787296235,-3.0326594726701464,23.76184501647949,18.381438097655774,5467,0,436.77594041679623,0,0,0,0,0.844140625,,
46.72462199999988,1400,,,,-0.033203125,0.140625,-1.028515625,-0.03271205982587402,-3.041305832079231,23.750500869750976,18.487143358886243,5452,0,439.07829411595156,0,0,0,0,0.85078125,,
46.852140000000034,1400,,,,-0.06015625,-0.02265625,-0.93828125,-0.03202575477968851,-3.0513121473444804,23.74556121826172,18.336451754271984,5445,0,435.4091856281126,0,0,0,0,0.828515625,,
46.976450000000185,1399.9078999999801,,,,0.00703125,0.025,-1.093359375,-0.031027456800741805,-2.9185985836545423,23.738818740844728,18.398991045653823,5456,0,436.7701341974209,0,0,0,0,0.8296875,,
47.09949500000012,1388.8533499999812,,,,0.210546875,-0.14609375,-1.059375,-0.03222958323633475,-2.9746622879963844,23.74935836791992,17.863980517089367,5424,0,424.2550085545504,0,0,0,0,0.837890625,,
47.22440299999956,1370.4667999999674,,,,0.23203125,0.159375,-1.08515625,-0.02701888468902159,-2.8419487243064463,23.83554611206055,15.362362513244154,5262,0,366.15832502235537,0,0,0,0,0.8265625,,
47.350773000000046,1351.2094999999317,,,,0.0078125,0.184375,-1.07265625,-0.023045870310411064,-2.5324209384143206,23.900397872924806,13.641582331359384,5042,0,326.0201525424669,0,0,0,0,0.81328125,,
47.475937999999715,1332.5190499999826,,,,-0.0140625,-0.045703125,-0.9984375,-0.01947802285379725,-2.3092367000683622,23.96012153625488,12.098038134276866,4830,0,289.8504886128272,0,0,0,0,0.888671875,,
47.59915199999977,1313.7498499999765,,,,-0.08359375,0.124609375,-1.25390625,-0.016740638350648172,-2.095345807345243,24.03412971496582,10.351267656981944,4584,0,248.77845590171836,0,0,0,0,0.97421875,,
47.7268830000002,1295.0397499999508,,,,-0.012890625,0.034375,-1.058984375,-0.014929542809638896,-1.918245947462973,24.0868839263916,9.006248125731945,4340,0,216.92716553843493,0,0,0,0,0.943359375,,
47.848097999999865,1276.5493999999671,,,,-0.0046875,0.030078125,-1.0265625,-0.012205630364337439,-1.6234611142711632,24.131829452514648,7.969536337554454,4137,0,192.3166447478214,0,0,0,0,0.855859375,,
47.976196000000094,1257.569299999941,,,,0.00234375,0.018359375,-1.05234375,-0.010150130697835194,-1.5585471400779487,24.174071502685546,6.991701636016368,3936,0,169.0144339391304,0,0,0,0,0.77578125,,
48.09880199999996,1238.8942999999563,,,,0.015625,-0.31171875,-0.978515625,-0.008613578812998238,-1.363735494914979,24.2134147644043,6.085067114531994,3745,0,147.33727885246557,0,0,0,0,0.762890625,,
