Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message
24.049173,1376.83565,,,,-0.037109375,-0.003515625,-1.030078125,-0.027857521,-2.213626796,22.33000832,3.679547677,4879,0,82.16428766,0,0,0,0,0.894140625,
24.171092,1379.9423,,,,-0.058984375,-0.059375,-1.062109375,-0.029070086,-2.251184778,22.32175446,3.798358855,4925,0,84.7855641,0,0,0,0,0.86953125,
24.290525,1382.891425,,,,-0.018359375,-0.173046875,-1.080859375,-0.028355945,-2.285877386,22.31825905,3.844100365,4954,0,85.79362478,0,0,0,0,0.862109375,
24.406901,1385.809925,,,,0.01171875,0.036328125,-1.01171875,-0.029710408,-2.299133673,22.31135674,3.890434775,4983,0,86.80085144,0,0,0,0,0.843359375,
24.526229,1388.771425,,,,-0.03515625,0.100390625,-1.047265625,-0.029859974,-2.348479269,22.30534363,3.994568572,5018,0,89.10023392,0,0,0,0,0.821484375,
24.651769,1391.881825,,,,-0.0296875,0.0484375,-1.062109375,-0.031308498,-2.391803983,22.29763603,4.084509215,5057,0,91.07456801,0,0,0,0,0.798046875,
24.776916,1395.011825,,,,-0.005078125,0.023046875,-1.01328125,-0.031337702,-2.439449247,22.29035797,4.161428199,5099,0,92.75969044,0,0,0,0,0.76171875,
24.900204,1398.12055,,,,-0.04921875,0.050390625,-1.030859375,-0.032085375,-2.474906555,22.28014297,4.251747451,5131,0,94.72941168,0,0,0,0,0.711328125,
25.026128,1399.9898,,,,-0.0125,0.053125,-1.06171875,-0.032196227,-2.506304208,22.2741291,4.357824549,5168,0,97.06675508,0,0,0,0,0.65078125,
25.153814,1400,,,,-0.031640625,0.019140625,-1.036328125,-0.032320877,-2.534377669,22.27225761,4.311337123,5181,0,96.02316845,0,0,0,0,0.593359375,
25.276889,1400,,,,-0.03046875,0.00859375,-1.024609375,-0.03156782,-2.531494303,22.27087517,4.316043601,5179,0,96.12210742,0,0,0,0,0.546484375,
25.402341,1400,,,,-0.01484375,0.072265625,-1.046875,-0.032220035,-2.547179635,22.26887283,4.34119781,5181,0,96.67357821,0,0,0,0,0.518359375,
25.525355,1400,,,,0.01171875,0.056640625,-1.025,-0.031712445,-2.542750367,22.26890259,4.325877032,5184,0,96.33251287,0,0,0,0,0.4921875,
25.650748,1400,,,,-0.02109375,0.035546875,-1.034765625,-0.032082183,-2.551781325,22.26802483,4.341230807,5180,0,96.67063157,0,0,0,0,0.46796875,
25.778285,1400,,,,0.003515625,0.011328125,-1.05625,-0.031834833,-2.545193666,22.26572075,4.315423522,5180,0,96.08601816,0,0,0,0,0.459765625,
25.901165,1400,,,,-0.0234375,0.037109375,-1.025390625,-0.032092461,-2.557244427,22.2632309,4.341048655,5178,0,96.64579775,0,0,0,0,0.449609375,
26.026071,1400,,,,-0.035546875,0.062890625,-1.0203125,-0.032422017,-2.53348328,22.26344528,4.310170684,5176,0,95.95923316,0,0,0,0,0.447265625,
26.151714,1400,,,,-0.012890625,0.05703125,-1.04765625,-0.032247401,-2.541302696,22.2611145,4.314162192,5178,0,96.03807251,0,0,0,0,0.43828125,
26.275423,1400,,,,-0.00859375,0.05078125,-1.03046875,-0.032600299,-2.551468698,22.26009941,4.306834063,5176,0,95.87056229,0,0,0,0,0.429296875,
26.40201,1400,,,,-0.015234375,0.055078125,-1.016796875,-0.031673952,-2.545881895,22.25960045,4.300974688,5174,0,95.73797429,0,0,0,0,0.423828125,
26.526965,1400,,,,-0.005078125,0.01640625,-1.023828125,-0.032286461,-2.556475989,22.25756721,4.326332411,5179,0,96.29358235,0,0,0,0,0.40625,
26.650904,1400,,,,-0.0046875,0.01875,-1.0515625,-0.03193755,-2.54205241,22.25630379,4.315557227,5174,0,96.04835872,0,0,0,0,0.3953125,
26.777712,1400,,,,-0.012109375,0.007421875,-1.016796875,-0.032757411,-2.538402096,22.25569229,4.319267783,5176,0,96.12826937,0,0,0,0,0.389453125,
26.902823,1400,,,,-0.0171875,0.03125,-1.015625,-0.032401549,-2.548090527,22.25388908,4.294121298,5175,0,95.56086613,0,0,0,0,0.3859375,
27.024037,1400.73755,,,,0.0046875,0.031640625,-1.0390625,-0.0329864,-2.554671439,22.25291481,4.312885222,5171,0,95.97428437,0,0,0,0,0.37890625,
27.149304,1403.70705,,,,-0.02421875,0.0109375,-1.01328125,-0.032499918,-2.559626241,22.24729042,4.441382632,5189,0,98.80866601,0,0,0,0,0.378125,
27.275666,1406.875425,,,,-0.008203125,0.02578125,-1.03359375,-0.033451741,-2.615011471,22.23938103,4.504297385,5225,0,100.172761,0,0,0,0,0.382421875,
27.400605,1409.9916,,,,-0.01171875,0.07109375,-1.080078125,-0.033775462,-2.639411367,22.23215599,4.611087546,5257,0,102.5143317,0,0,0,0,0.387109375,
27.526996,1413.158875,,,,-0.014453125,0.04296875,-1.000390625,-0.034607376,-2.694012387,22.22386055,4.701655993,5298,0,104.4888575,0,0,0,0,0.406640625,
27.650417,1416.25395,,,,-0.004296875,0.19453125,-1.02890625,-0.03486211,-2.740783505,22.21587372,4.777506194,5335,0,106.1363298,0,0,0,0,0.4234375,
27.775296,1419.3661,,,,-0.039453125,0.28125,-1.02734375,-0.035362357,-2.758812416,22.20795975,4.862389598,5373,0,107.9836293,0,0,0,0,0.438671875,
27.897648,1422.460025,,,,-0.0515625,-0.01953125,-1.057421875,-0.037027507,-2.817577308,22.19989967,4.972832236,5413,0,110.3963951,0,0,0,0,0.471875,
28.018133,1425.5029,,,,0.00546875,0.080859375,-0.996484375,-0.03508004,-2.866178447,22.19105911,5.112655101,5447,0,113.455068,0,0,0,0,0.508984375,
28.135598,1428.4021,,,,0.0078125,0.01484375,-1.05625,-0.037034383,-2.903257366,22.18211517,5.154246173,5485,0,114.3320534,0,0,0,0,0.53359375,
28.255228,1431.381575,,,,-0.01953125,0.043359375,-1.002734375,-0.037406032,-2.947848332,22.17218552,5.25802339,5519,0,116.5815603,0,0,0,0,0.55390625,
28.375808,1434.387025,,,,0.007421875,0.01484375,-1.046875,-0.038163728,-2.995264187,22.16308708,5.379047332,5561,0,119.2162356,0,0,0,0,0.559765625,
28.499212,1437.473625,,,,-0.033203125,0.0859375,-1.06328125,-0.038542075,-3.042850974,22.15390053,5.471628985,5595,0,121.2177757,0,0,0,0,0.546484375,
28.625692,1440.61875,,,,-0.006640625,0.04140625,-1.051953125,-0.039379389,-3.082905474,22.14595451,5.55630506,5627,0,123.0496912,0,0,0,0,0.54453125,
28.750233,1443.753475,,,,-0.03046875,0.032421875,-1.034765625,-0.039059641,-3.124833487,22.13478355,5.651839671,5659,0,125.1021669,0,0,0,0,0.536328125,
28.875976,1446.85075,,,,-0.0078125,0.02421875,-1.041796875,-0.04035646,-3.177397567,22.1257309,5.806297335,5694,0,128.4683779,0,0,0,0,0.531640625,
29.000119,1449.667225,,,,0.035546875,0.125,-1.037890625,-0.040778029,-3.234300192,22.11699486,5.87831491,5729,0,130.0104746,0,0,0,0,0.526171875,
29.117085,1450,,,,-0.00390625,0.02109375,-1.034375,-0.041974325,-3.269260445,22.10518646,5.958945307,5767,0,131.7230318,0,0,0,0,0.523046875,
29.234653,1450,,,,-0.004296875,0.012109375,-1.009765625,-0.040798065,-3.267384682,22.10649757,5.91204904,5764,0,130.6941794,0,0,0,0,0.52421875,
29.356034,1450,,,,-0.0296875,0.077734375,-1.041796875,-0.040687251,-3.266113932,22.10452995,5.946325526,5758,0,131.4407286,0,0,0,0,0.525,
29.477214,1450,,,,0.002734375,0.051171875,-1.025,-0.041253205,-3.256804842,22.10134506,5.896503386,5754,0,130.3206959,0,0,0,0,0.522265625,
29.604286,1450,,,,-0.020703125,0.041015625,-1.03828125,-0.040518566,-3.24330641,22.10072021,5.914796004,5752,0,130.7211796,0,0,0,0,0.522265625,
29.726158,1450,,,,0.0015625,0.02890625,-1.0546875,-0.04126738,-3.269818225,22.097192,5.896127543,5754,0,130.2878688,0,0,0,0,0.525390625,
29.852701,1450,,,,-0.0484375,0.037109375,-0.991796875,-0.040856448,-3.252275124,22.09664192,5.883655104,5749,0,130.0089785,0,0,0,0,0.52265625,
29.977954,1450,,,,-0.008203125,0.0765625,-1.046875,-0.041479116,-3.263878311,22.09421768,5.88517879,5750,0,130.0284317,0,0,0,0,0.522265625,
30.101476,1450,,,,-0.019140625,0.0234375,-1.0484375,-0.041175565,-3.260612595,22.09255562,5.87842544,5751,0,129.869445,0,0,0,0,0.52109375,
30.227116,1450,,,,0.003125,0.06328125,-1.04453125,-0.040877931,-3.24521515,22.09146118,5.875763068,5750,0,129.804201,0,0,0,0,0.516796875,
30.354172,1450,,,,0.01015625,0.07109375,-1.077734375,-0.040783663,-3.257468332,22.08902512,5.918460593,5748,0,130.7329677,0,0,0,0,0.519921875,
30.477062,1450,,,,-0.04453125,0.041015625,-1.01640625,-0.040860844,-3.244180557,22.08869934,5.865131316,5746,0,129.5530638,0,0,0,0,0.521484375,
30.601489,1450,,,,0.002734375,0.055078125,-1.084765625,-0.041322681,-3.245579507,22.08355751,5.888439021,5751,0,130.0375237,0,0,0,0,0.51875,
30.725812,1450,,,,-0.003515625,0.034765625,-1.0390625,-0.041212813,-3.249506462,22.08430138,5.88752254,5750,0,130.0218158,0,0,0,0,0.520703125,
30.84805,1450,,,,-0.00625,0.073828125,-1.0578125,-0.041306949,-3.254686176,22.08205833,5.85013412,5745,0,129.1829548,0,0,0,0,0.52265625,
30.974012,1450.12585,,,,-0.007421875,0.016015625,-0.998828125,-0.040920474,-3.270866313,22.07784615,5.893002162,5757,0,130.1044718,0,0,0,0,0.52265625,
31.094683,1452.366475,,,,-0.02734375,0.005859375,-1.045703125,-0.040899165,-3.253761789,22.07771606,5.928416094,5753,0,130.8857442,0,0,0,0,0.519921875,
31.21893,1455.43765,,,,-0.021484375,0.028125,-1.003515625,-0.041692161,-3.285436084,22.067836,6.023441062,5778,0,132.9241617,0,0,0,0,0.514453125,
31.338437,1458.4464,,,,0.01640625,0.062890625,-1.037890625,-0.041945466,-3.320776437,22.05735741,6.125071463,5810,0,135.1027895,0,0,0,0,0.51640625,
31.456444,1461.38345,,,,0.005078125,0.137890625,-1.04453125,-0.04322711,-3.374469574,22.04777412,6.259941611,5845,0,138.0177625,0,0,0,0,0.52578125,
31.581593,1464.469175,,,,0.005078125,0.05,-1.011328125,-0.043435947,-3.410585872,22.03672218,6.376576934,5879,0,140.5187695,0,0,0,0,0.53359375,
31.703375,1467.561825,,,,-0.00234375,0.010546875,-1.071484375,-0.044469374,-3.455464724,22.02531509,6.472466025,5910,0,142.5579959,0,0,0,0,0.540234375,
31.828451,1470.65475,,,,-0.00390625,0.014453125,-1.038671875,-0.044041058,-3.502073147,22.01196785,6.553605971,5948,0,144.2576878,0,0,0,0,0.54453125,
31.951323,1473.72285,,,,0.0046875,0.051171875,-1.0265625,-0.044709747,-3.547608741,22.00188332,6.680911765,5981,0,146.9924398,0,0,0,0,0.562109375,
32.076733,1476.884675,,,,-0.16171875,0.1734375,-1.101953125,-0.044868593,-3.595011101,21.99050102,6.832468829,6019,0,150.2491166,0,0,0,0,0.53359375,
32.20014,1479.934825,,,,-0.026953125,0.0375,-1.057421875,-0.045656885,-3.653593815,21.97867928,6.966226897,6056,0,153.1083524,0,0,0,0,0.5234375,
32.331103,1483.209575,,,,-0.035546875,0.012109375,-1.053125,-0.046837039,-3.713097176,21.9608654,7.096536002,6103,0,155.8448465,0,0,0,0,0.54609375,
32.45986,1486.44795,,,,0.0203125,0.140625,-1.030078125,-0.046748058,-3.738756577,21.95344505,7.176044402,6122,0,157.5388753,0,0,0,0,0.5609375,
32.581803,1489.519725,,,,-0.034765625,-0.01796875,-1.050390625,-0.047765125,-3.770831214,21.9413578,7.305543647,6149,0,160.2930448,0,0,0,0,0.576953125,
32.700488,1492.46705,,,,0.015234375,0.032421875,-1.039453125,-0.048284394,-3.80639423,21.93075638,7.419307265,6185,0,162.7108933,0,0,0,0,0.596875,
32.825402,1495.5835,,,,0.021484375,0,-1.011328125,-0.048686792,-3.856771425,21.91591339,7.536822352,6218,0,165.1760919,0,0,0,0,0.609765625,
32.95197,1498.741275,,,,-0.0234375,0.0515625,-1.00625,-0.049295315,-3.919155137,21.90566711,7.617516932,6249,0,166.8668002,0,0,0,0,0.614453125,
33.074543,1500,,,,-0.014453125,0.03203125,-1.03984375,-0.04971266,-3.952890374,21.89208603,7.746215472,6280,0,169.5808545,0,0,0,0,0.614453125,
33.203762,1500,,,,-0.033984375,0.041796875,-1.0234375,-0.049931245,-4.016882956,21.88048477,7.770783267,6309,0,170.0245892,0,0,0,0,0.605078125,
33.329165,1500,,,,-0.007421875,0.05390625,-1.05234375,-0.0495016,-3.970210813,21.88563957,7.714479193,6285,0,168.8363383,0,0,0,0,0.600390625,
33.453263,1500,,,,-0.03203125,0.04375,-1.041796875,-0.049365781,-3.97891714,21.88185616,7.731451544,6285,0,169.1784867,0,0,0,0,0.603125,
33.575436,1500,,,,-0.03046875,0.037109375,-1.016015625,-0.049695792,-3.988941448,21.87879143,7.726986632,6285,0,169.0570971,0,0,0,0,0.59921875,
33.698937,1500,,,,-0.006640625,0.01484375,-1.036328125,-0.049504356,-3.976636537,21.87727318,7.702806887,6281,0,168.5164269,0,0,0,0,0.5921875,
33.816938,1500,,,,0.002734375,0.054296875,-1.071484375,-0.049955638,-3.960152768,21.87357292,7.724035487,6283,0,168.9522403,0,0,0,0,0.58515625,
33.93611,1500,,,,-0.031640625,0.04609375,-1.0078125,-0.049641904,-3.953888981,21.87164307,7.726385817,6281,0,168.9887382,0,0,0,0,0.57734375,
34.054069,1500,,,,-0.012109375,0.02890625,-1.03828125,-0.050180801,-3.987688691,21.86788673,7.731917891,6287,0,169.0806934,0,0,0,0,0.573046875,
34.178339,1500,,,,-0.023046875,0.053125,-1.018359375,-0.049394317,-3.974421158,21.86700859,7.744175181,6282,0,169.3419489,0,0,0,0,0.56640625,
34.304099,1500,,,,-0.01328125,0.037890625,-1.026953125,-0.049522581,-3.981429402,21.86370888,7.709819159,6277,0,168.5652259,0,0,0,0,0.562109375,
34.430113,1500,,,,-0.006640625,0.04296875,-1.023828125,-0.049346946,-3.970506944,21.86114273,7.678307948,6280,0,167.8565833,0,0,0,0,0.559375,
34.551674,1500,,,,0,-0.0015625,-1.037890625,-0.04944213,-3.977018886,21.85848732,7.727279124,6279,0,168.9066319,0,0,0,0,0.55859375,
34.678335,1500,,,,-0.029296875,0.031640625,-1.05078125,-0.049335201,-3.97176945,21.85706749,7.720842299,6279,0,168.7549911,0,0,0,0,0.55703125,
34.803336,1500,,,,0.00234375,0.042578125,-1.048046875,-0.049630732,-3.964990616,21.85279732,7.734983096,6278,0,169.0309954,0,0,0,0,0.551953125,
34.929351,1500,,,,-0.012109375,0.046484375,-1.041015625,-0.049642688,-3.947182871,21.85092278,7.747336993,6277,0,169.286429,0,0,0,0,0.5578125,
35.052941,1500.752325,,,,-0.025,0.069140625,-1.021875,-0.049232185,-3.945027466,21.8491024,7.703074298,6273,0,168.3052318,0,0,0,0,0.559765625,
35.175365,1503.6628,,,,0.0046875,0.01796875,-1.034765625,-0.050417388,-3.97866299,21.83942108,7.835981784,6291,0,171.1331681,0,0,0,0,0.5609375,
35.299449,1506.75225,,,,0.009765625,0.05234375,-1.03984375,-0.050607217,-4.001770403,21.82782135,7.944325957,6317,0,173.4071195,0,0,0,0,0.55625,
35.42562,1509.895625,,,,-0.02734375,0.04140625,-1.034375,-0.051483632,-4.061102073,21.81820869,8.028996119,6351,0,175.1781601,0,0,0,0,0.5484375,
35.553114,1513.0902,,,,-0.00625,0.0546875,-1.034375,-0.051012013,-4.096168034,21.80473213,8.207856021,6376,0,178.9700278,0,0,0,0,0.528125,
35.674174,1516.144825,,,,0.011328125,-0.014453125,-1.006640625,-0.052418153,-4.133372904,21.79220238,8.276089701,6410,0,180.3540047,0,0,0,0,0.50078125,
35.800546,1519.26295,,,,-0.019921875,0.05546875,-1.01796875,-0.052652051,-4.172329835,21.7770237,8.419084391,6445,0,183.3424116,0,0,0,0,0.4796875,
35.926176,1522.430625,,,,-0.005859375,0.03046875,-1.027734375,-0.054025281,-4.24779441,21.76490097,8.580271563,6475,0,186.7484958,0,0,0,0,0.45390625,
36.049276,1525.50585,,,,-0.0125,0.040234375,-1.05234375,-0.054332453,-4.301761939,21.75216064,8.684506068,6501,0,188.9064235,0,0,0,0,0.43125,
36.168576,1528.50825,,,,-0.03046875,0.03671875,-1.008203125,-0.055156625,-4.319529952,21.73923035,8.802770838,6530,0,191.3653027,0,0,0,0,0.409765625,
36.289777,1531.52475,,,,-0.009765625,0.025390625,-1.04296875,-0.055707535,-4.380195347,21.71941452,8.970024714,6568,0,194.8217904,0,0,0,0,0.38984375,
36.408101,1534.51085,,,,-0.0125,0.05546875,-1.035546875,-0.056556239,-4.469554959,21.70660133,9.100203929,6599,0,197.5342606,0,0,0,0,0.37109375,
36.525976,1537.444075,,,,-0.021484375,0.059765625,-1.043359375,-0.056639943,-4.490622424,21.69678688,9.169382891,6619,0,198.9459296,0,0,0,0,0.35703125,
36.640654,1540.3284,,,,-0.012890625,0.03359375,-1.033203125,-0.057049078,-4.517029291,21.68140068,9.326923403,6641,0,202.220568,0,0,0,0,0.33984375,
36.75706,1543.22575,,,,-0.0140625,0.074609375,-1.06484375,-0.0571483,-4.582129941,21.6685009,9.436838946,6673,0,204.4820438,0,0,0,0,0.326953125,
36.876907,1546.1961,,,,-0.021484375,0.03359375,-1.046875,-0.057070794,-4.614170842,21.65273018,9.59108356,6512,0,207.6729974,0,0,0,0,0.3140625,
37.001429,1549.18955,,,,-0.007421875,0.046484375,-1.064453125,-0.058398439,-4.669053761,21.63974533,9.707089076,6729,0,210.0586465,0,0,0,0,0.305078125,
37.127342,1550,,,,-0.0203125,0.05,-1.041015625,-0.059102894,-4.719593637,21.62554092,9.793373522,6755,0,211.7869242,0,0,0,0,0.3078125,
37.253726,1550,,,,-0.01484375,0.0640625,-1.06875,-0.05898621,-4.740229273,21.62039795,9.760046229,6759,0,211.0159837,0,0,0,0,0.301171875,
37.378359,1550,,,,-0.017578125,0.044140625,-1.064453125,-0.058562816,-4.74565189,21.6173214,9.793204913,6752,0,211.7028292,0,0,0,0,0.301953125,
37.499843,1550,,,,-0.021875,0.04375,-1.054296875,-0.05955611,-4.745719364,21.61178627,9.816512522,6755,0,212.1522171,0,0,0,0,0.3046875,
37.627635,1550,,,,0.005859375,0.013671875,-1.022265625,-0.059008722,-4.752585914,21.60980759,9.766682658,6753,0,211.0561489,0,0,0,0,0.301953125,
37.750828,1550,,,,-0.025,0.072265625,-1.08359375,-0.058632941,-4.728680064,21.60810165,9.779002032,6752,0,211.3056629,0,0,0,0,0.301171875,
37.878247,1550,,,,-0.01640625,-0.00703125,-0.986328125,-0.058781466,-4.721471649,21.60430031,9.761863742,6746,0,210.8981637,0,0,0,0,0.2984375,
38.001788,1550,,,,-0.01875,0.0484375,-1.069921875,-0.058963776,-4.736054914,21.59940338,9.791046366,6752,0,211.4804936,0,0,0,0,0.296875,
38.128447,1550,,,,-0.012109375,0.03515625,-1.037890625,-0.059663336,-4.746423337,21.59229851,9.844398722,6760,0,212.561399,0,0,0,0,0.291796875,
38.254524,1550,,,,-0.030078125,0.0453125,-1.013671875,-0.059300512,-4.719287757,21.59413795,9.696075854,6750,0,209.3784002,0,0,0,0,0.28828125,
38.377014,1550,,,,0.003515625,0.007421875,-1.0109375,-0.059283421,-4.727193399,21.58555641,9.808298907,6758,0,211.7161564,0,0,0,0,0.282421875,
38.504569,1550,,,,-0.027734375,0.0296875,-1.02578125,-0.058780287,-4.716908193,21.58773766,9.76634849,6747,0,210.8333961,0,0,0,0,0.283203125,
38.626228,1550,,,,-0.011328125,0.0328125,-1.041796875,-0.059241525,-4.714870494,21.58100052,9.844222483,6751,0,212.446617,0,0,0,0,0.284375,
38.753591,1550,,,,-0.01953125,0.0421875,-1.029296875,-0.058577328,-4.706879387,21.5818119,9.687530741,6757,0,209.0744692,0,0,0,0,0.283203125,
38.877495,1550,,,,-0.01640625,0.0546875,-1.0484375,-0.058364159,-4.703847579,21.58094368,9.720042071,6752,0,209.7676178,0,0,0,0,0.281640625,
39.002354,1550.014675,,,,-0.0171875,0.051171875,-1.030078125,-0.057569167,-4.686921483,21.58048592,9.701088175,6749,0,209.3541936,0,0,0,0,0.28046875,
39.125852,1551.8288,,,,-0.0140625,0.0421875,-1.0125,-0.058512175,-4.655145978,21.5723793,9.79031013,6761,0,211.1976941,0,0,0,0,0.28125,
39.241629,1554.760725,,,,-0.018359375,0.04453125,-1.052734375,-0.058703516,-4.706537521,21.5651722,9.871705851,6782,0,212.8847462,0,0,0,0,0.286328125,
39.356157,1557.593875,,,,-0.01953125,0.041796875,-1.031640625,-0.060188317,-4.704360377,21.55105896,9.999164614,6807,0,215.4923906,0,0,0,0,0.290625,
39.476447,1560.55885,,,,0.01171875,0.01640625,-1.01328125,-0.060693735,-4.736322559,21.53785057,10.13165725,6836,0,218.2139891,0,0,0,0,0.29921875,
39.599865,1563.647925,,,,-0.09296875,0.085546875,-1.075,-0.060699595,-4.773099348,21.52241135,10.27161983,6861,0,221.06995,0,0,0,0,0.312109375,
39.72625,1566.8089,,,,-0.07421875,0.069921875,-1.051171875,-0.060996236,-4.830917359,21.50971222,10.35814422,6888,0,222.8003428,0,0,0,0,0.324609375,
39.849542,1569.87555,,,,0.02109375,0.012109375,-0.974609375,-0.061883259,-4.899536379,21.49301529,10.54324935,6918,0,226.606145,0,0,0,0,0.331640625,
39.975149,1573.01125,,,,-0.0125,0.047265625,-1.019140625,-0.062239117,-4.955523614,21.47566719,10.79650463,6952,0,231.8606709,0,0,0,0,0.334375,
40.101065,1576.171425,,,,-0.008984375,0.03046875,-1.027734375,-0.064357181,-5.028572639,21.45591278,10.81443733,7001,0,232.032773,0,0,0,0,0.327734375,
40.225271,1579.274075,,,,-0.02109375,0.035546875,-1.051171875,-0.063408692,-5.024490494,21.44605637,10.94306453,7006,0,234.6853006,0,0,0,0,0.326171875,
40.35104,1582.396175,,,,0.00859375,0.05390625,-1.02265625,-0.06400141,-5.041959375,21.43015938,11.10140708,7038,0,237.9046672,0,0,0,0,0.3234375,
40.47638,1585.572225,,,,-0.00625,0.0609375,-1.06171875,-0.064380291,-5.090596499,21.41505165,11.24126953,7064,0,240.7320387,0,0,0,0,0.321484375,
40.600059,1588.646525,,,,-0.02421875,0.02890625,-1.022265625,-0.065292925,-5.164448459,21.39765854,11.40888484,7094,0,244.1231328,0,0,0,0,0.317578125,
40.725609,1591.80705,,,,0.015625,0.06484375,-1.03046875,-0.065032575,-5.203479611,21.38122749,11.5576052,7117,0,247.1156411,0,0,0,0,0.310546875,
40.850331,1594.900025,,,,-0.005078125,0.02578125,-0.998046875,-0.066686203,-5.259196952,21.36143379,11.73771518,7152,0,250.7331453,0,0,0,0,0.301171875,
40.975277,1598.0103,,,,-0.0328125,0.060546875,-1.07734375,-0.067251449,-5.313081263,21.34797287,11.81991294,7176,0,252.3309287,0,0,0,0,0.293359375,
41.101924,1599.9992,,,,-0.010546875,0.04296875,-1.052734375,-0.06759708,-5.373780394,21.33006325,11.96832355,7201,0,255.2850389,0,0,0,0,0.28828125,
41.228423,1600,,,,-0.016015625,0.028515625,-1.008984375,-0.066874461,-5.385651972,21.31228371,12.16670516,7222,0,259.2967768,0,0,0,0,0.281640625,
41.353605,1600,,,,-0.01796875,0.05,-1.08359375,-0.068621266,-5.426396205,21.31665688,11.92974533,7214,0,254.3021988,0,0,0,0,0.278515625,
41.479121,1600,,,,-0.012109375,0.061328125,-1.066015625,-0.067271453,-5.384096343,21.31352539,11.96611846,7204,0,255.0401152,0,0,0,0,0.275390625,
41.602948,1600,,,,-0.015234375,0.025390625,-1.035546875,-0.068505558,-5.393129536,21.30373383,12.00999969,7208,0,255.8576128,0,0,0,0,0.27109375,
41.732049,1600,,,,-0.01484375,0.063671875,-1.021875,-0.066929076,-5.385750933,21.30276985,11.9330931,7203,0,254.2078389,0,0,0,0,0.269140625,
41.854709,1600,,,,-0.003125,0.002734375,-1.020703125,-0.067736487,-5.402380148,21.29695435,12.01124347,7201,0,255.802395,0,0,0,0,0.26796875,
41.976883,1600,,,,-0.02421875,0.02109375,-1.027734375,-0.067807659,-5.435327443,21.28916855,12.05818466,7207,0,256.7074049,0,0,0,0,0.260546875,
42.102679,1600,,,,-0.01640625,0.046484375,-1.059375,-0.067719848,-5.42884999,21.28838463,11.99248928,7193,0,255.3006166,0,0,0,0,0.259765625,
42.228172,1600,,,,-0.026953125,0.026171875,-1.03515625,-0.067491397,-5.414001329,21.28386612,12.01553558,7191,0,255.7369873,0,0,0,0,0.259765625,
42.352567,1600,,,,-0.007421875,0.052734375,-1.05703125,-0.066343864,-5.427244121,21.28147469,11.96749004,7192,0,254.6857949,0,0,0,0,0.262109375,
42.476664,1600,,,,-0.01796875,0.040234375,-1.023828125,-0.066893707,-5.424255047,21.28161354,11.97855209,7183,0,254.9225916,0,0,0,0,0.262109375,
42.600748,1600,,,,0.0015625,0.04453125,-1.0453125,-0.065989382,-5.413468288,21.27428093,11.97731212,7188,0,254.8086168,0,0,0,0,0.2625,
42.728471,1600,,,,-0.025390625,0.030859375,-1.055859375,-0.066186292,-5.384920264,21.27379837,11.99958995,7189,0,255.2767864,0,0,0,0,0.265234375,
42.852979,1600,,,,-0.0125,0.056640625,-1.05234375,-0.066394718,-5.398466687,21.27070045,11.96496356,7186,0,254.5029973,0,0,0,0,0.26796875,
42.984078,1600,,,,0.00859375,0.06953125,-1.082421875,-0.067157302,-5.38320194,21.26782837,11.93833869,7186,0,253.9024557,0,0,0,0,0.261328125,
43.104454,1600,,,,-0.01328125,0.0625,-1.045703125,-0.067031778,-5.385156421,21.26102943,11.96310142,7180,0,254.3477117,0,0,0,0,0.261328125,
43.227525,1600,,,,0.0015625,0.04765625,-1.048828125,-0.066385081,-5.4082256,21.25936813,11.93682922,7173,0,253.7694552,0,0,0,0,0.26015625,
43.352431,1600,,,,-0.0203125,0.0421875,-1.028125,-0.066389912,-5.398606132,21.25390091,11.99274715,7034,0,254.8925714,0,0,0,0,0.259375,
43.476575,1600,,,,-0.01484375,0.0328125,-1.042578125,-0.066467836,-5.389312787,21.25419998,11.92292484,7150,0,253.4121692,0,0,0,0,0.264453125,
43.602988,1600,,,,-0.030859375,0.055078125,-1.054296875,-0.066362873,-5.369358633,21.25226021,11.94315513,7177,0,253.8189574,0,0,0,0,0.269921875,
43.735754,1600,,,,-0.016015625,0.048828125,-1.00546875,-0.066510902,-5.343595014,21.24812355,11.95283016,7179,0,253.9751613,0,0,0,0,0.271484375,
43.852828,1600,,,,-0.0015625,0.050390625,-1.05390625,-0.066892581,-5.345553994,21.24304543,11.95112117,7182,0,253.8781816,0,0,0,0,0.271484375,
43.976396,1600,,,,0.0015625,0.0328125,-1.0765625,-0.066156131,-5.344370959,21.24190216,11.96003231,7177,0,254.0538305,0,0,0,0,0.272265625,
44.105277,1600,,,,-0.01328125,0.02265625,-1.0296875,-0.065919572,-5.325246729,21.2412468,11.90726131,7175,0,252.92502,0,0,0,0,0.271484375,
44.226827,1600,,,,-0.002734375,0.0734375,-1.026953125,-0.065847603,-5.289537521,21.23725853,11.93605407,7175,0,253.4889854,0,0,0,0,0.2734375,
44.352803,1600,,,,0.0046875,0.02109375,-1.036328125,-0.066357855,-5.294505817,21.23631554,11.88270172,7179,0,252.3447311,0,0,0,0,0.272265625,
